masked,original
어제랑했다?,나 어제 외국인이랑 대화했다?
니가력이 없는,니가 전달력이 없는 거야.
##남류라니까,어남류라니까?
시험칠 때 컨닝하는 애를 것 같아,나 시험칠 때 컨닝하는 애를 본 것 같아.
키도 ; ;,야 키도 은근히 중요하다;;
##들이 품질은잖아요.,일본 제품들이 품질은 좋잖아요.
,환기 좀 하자
스타벅스 탄맛 많이,스타벅스 커피 탄맛 많이 좋아하세요
,노래방 갈래?
,에이 상관없어
##라도로 자르면 덜빠려나,머리라도 단발로 자르면 덜빠지려나
아니면 약을하나,아니면 약을 먹어봐야하나
안빠 사람은 잡아당겨도댔어,안빠질 사람은 잡아당겨도 안빠진댔어
경기도 살면 ㅋㅋ거리는 걍 기본임,서울 살다 경기도 살면 ㅋㅋ2시간거리는 걍 기본임
##했졌다 아이가,덕분에 너무너무 건강했졌다 아이가
범죄자의 생각을 이해,범죄자의 생각을 우리가 어떻게 이해하겠니
베트남 탈레반 같은 깨는법이 예전에는 없었을뿐이지,베트남 탈레반 같은 미군 깨는 새로운 공략법이 예전에는 없었을뿐이지
##하기 싫다 하 죽겠다 교수 뭐 이렇게 자주를 내냐고,과제하기 싫다 하 죽겠다 교수들은 뭐 이렇게 자주 과제를 내냐고
,배고파 죽겠네
아프리카 굶어죽는 생각해 ;,아프리카 굶어죽는 애들을 생각해;
##렴,평가 하지마렴.
나라 와서 거 민폐,남의 나라 와서 저러는 거 민폐인데
##걸?,너만 그렇게 생각할걸?
##야 하는데 딸수 있을까?,자격증 따야 하는데 딸수 있을까?
##치란 거 정말 것 같다,불치병이란 거 정말 무서운 것 같다
##서 야한 팔고 이런 거 수위가 어느 정도?,sns에서 야한 사진 팔고 이런 거 수위가 어느 정도야?
데만렸다는 느낌?,딱 가릴 데만 가렸다는 느낌?
우리나라와 일본의 국제졌,우리나라와 일본의 국제관계가 틀어졌대
얌 얼마전에 세모녀 살인사건 사형,얌 얼마전에 세모녀 살인사건 범인 사형받았데
가슴,너 가슴 커?
,커 보여?
야한다매? 잘되가냐,야 너 요즘 공부한다매? 잘되가냐
##인 줄 아나 봐,쟤는 자기가 슈퍼스타인 줄 아나 봐
죽을 때 볼 생각하지,죽을 때 까지 나 볼 생각하지마
,미안하다…
##가 낳냐? 모더나가냐?,백신 화이자가 낳냐? 모더나가 낳냐?
문재인은대로뿐,문재인은 공약대로 했을뿐 .
160겠네,쟤는 160 간신히 넘기겠네
신발 거 신도 저 정도면,신발 높은 거 신었는데도 저 정도면
저래도 키 크고 여친 있으면 거지,저래도 키 크고 이쁜 여친 있으면 된 거지 뭐
차라리들한테키는 편할 듯,차라리 신입들한테 일시키는 게 편할 듯
,가까이 하지마
##코모리도 많아야 할텐데...,히키코모리도 돈이 많아야 할텐데...
드러워 다리꼬고 여자애 보소 …,바닥에 드러누워 다리꼬고 있는 여자애 보소…
진짜 여경 100 % 어떻게,진짜 여경 100%면 어떻게 될까?
오늘도 제 보?,오늘도 제 방송 잘 보셨나요?
어제이 생리통 심하다고 징징대던데 짜증,어제 여친이 생리통 심하다고 징징대던데 좀 짜증났어
##들인 드라마나 150나해,100억들인 드라마나 150억이나 비슷해
##성은 좋더라 ㅋㅋㅋ,그러게 어쩐지 예술성은 좋더라 ㅋㅋㅋ
진짜 한큐에 잡을,진짜 한큐에 잡을 기회인데ㅠㅠ
##슴 너무 폭력적이던데?,드라마 봤슴? 너무 폭력적이던데?
##대 빤 냄새가 나는거지?,밀대 덜 빤 냄새가 어디서 나는거지?
##를 잘면서,만화를 잘 그린다면서
##지 인정?,왜 보여줘야지 인정하냐?
##이니까 그렇지,올림픽 시즌이니까 그렇지.
요즘 판검사들이생인줄,요즘 판검사들이 몇년생인줄 알아?
판검사면은 넘어야 하니까? 88 되려나?,판검사면 30은 넘어야 하니까 86? 88 정도 되려나?
아니년년 많다더라,아니 95년 96년생이 많다더라
그나이에 맨날퍼먹으러 다녔 누구는 그나이에 판검사가 되는구나,나는 그나이에 맨날 술퍼먹으러 다녔는데 누구는 그나이에 판검사가 되는구나
아무리 화가나도 그 넘,아무리 화가나도 그 말은 도가 넘었어
조선족 연예인,조선족 연예인 누구있지?
조선족,조선족? 왜?
##에도 애가 다?,요즘에도 그런 애가 다 있어?
##만 세고 기술이 못하지,힘만 세고 기술이 없으면 싸움 못하지
야으로 인도커리 먹을?,야 내일 점심으로 인도커리 먹을래?
거기가 진짜 인도 출신,거기 셰프가 진짜 인도 출신 셰프래
##이란건멸의 길이야,기본소득이란건 결국 공멸의 길이야
,모르는 애들 천지다
야하러 가자,야 우리 게임하러 가자
그럼 먹고 후문으로,그래 그럼 밥 먹고 후문으로 가자
아 싫어 얘랑하기,아 싫어 나 얘랑 게임하기 싫어
너 왜 내 앞에서 주식 해? 저번에 200만원 주식으로 잃은거 알고 거지 ㅡㅡ,너 왜 내 앞에서 주식 얘기 해? 나 저번에 200만원 주식으로 잃은거 알고 그러는 거지 ㅡㅡ
##들이 드라마 판으로 거 진짜 별로,아이돌들이 드라마 판으로 나오는 거 진짜 별로야
##돼서 그런 거라 그냥 이참에까 중인 거야..,오래돼서 그런 거라 그냥 이참에 바꿀까 생각 중인 거야..
나라에서 선거조작하나 봐,미국 같은 나라에서도 선거조작하나 봐
애인의 폭력성을 확인하려면하던 강제로 꺼보,애인의 폭력성을 확인하려면 게임하던 걸 강제로 꺼보래
구타 않냐,요즘 군대는 구타 없지 않냐
기독교인들 소개팅 어플도 거,기독교인들 소개팅 어플도 있는 거 알아?
,말을 말자.
걔 자살?,걔 자살시도 했다던데?
,에이 설마~
,죄송합니다 과장님
##년라 그런건가?,사회초년생이라 그런건가?
내한테하니까 덜찌로 찾는거지,내 몸한테 미안하니까 덜찌는걸로 찾는거지
머리는 똑똑한 너무 소심한,머리는 똑똑한데 너무 소심한 것 같아
여자 가면 잘할 있을 듯ㅋㅋㅋㅋ,나 여자인데도 가면 잘할 수 있을 듯ㅋㅋㅋㅋ
위드 코로나는 무슨 이러다가 전국민 전부 다 코로나,위드 코로나는 무슨 이러다가 전국민 전부 다 코로나 걸릴 듯…
,그 정도는 아니거든
##하던 범죄자가 또 범죄를다고?,경찰이 감시하던 범죄자가 또 범죄를 저질렀다고?
,진짜였냐?
"기분이 나쁠 수, 니 여전히 문제 있어","그건 기분이 나쁠 수 있지만, 니말은 여전히 문제 있어"
고딩 교사가 학생들 치마하다,고딩 교사가 학생들 치마 몰카하다 걸렸더라
,저요.
게이들이 비정상,게이들이 왜 비정상이야?
알라딘도 [UNK] 됐을 미국에서 완전 욕먹 대박남,알라딘도 [UNK] 캐스팅 됐을 때 미국에서 완전 욕먹었는데 대박남
##ㅋ 사람들 욕하는 거 대박나겠네,ㅋㅋㅋ 그니까 사람들 욕하는 거 보니 대박나겠네
,상식적으로 생각해 봐
경찰이 미쳤다고랑 동료 앞에서 아이에게 과잉진압 해,어느 경찰이 미쳤다고 부모랑 동료 앞에서 아이에게 과잉진압을 해
##들 문 걸어잠그고 장사하는 거 시에선 아나 모르나,근데 어떤 가게들 문 걸어잠그고 장사하는 거 시에선 아나 모르나
##본 사람에겐 지옥,겪어본 사람에겐 지옥일텐데
일하는 카페에 자주 오는... 스토커 같아.,나 일하는 카페에 자주 오는 사람... 아무래도 스토커 같아.
남자가 손 다니려고 하는 거 너무 싫어,내 남자친구가 손 잡고 다니려고 하는 거 너무 싫어
[UNK] 시년 떳네,[UNK] 시 90년만에 해석 떳네
##살배기 때릴 때가다고 난다 정말,6살배기 때릴 때가 어딨다고 눈물 난다 정말
##잡? 그 외국 여성 쓰 천 같은거 말하는거지?,히잡? 그 외국 여성분들이 쓰시는 천 같은거 말하는거지?
저런 사람들은 자기가 게라고 거겠지,저런 사람들은 자기가 믿는 게 전부라고 생각하는 거겠지
너네 아빠는,너네 아빠는 집안일 해?
##댐,ㄴㄴ 손도 안댐
,아니 이걸 모르냐
남자애들은 나 못생겼다고 하는데 여자들은 나보고쥬얼 좋다 잘라고 뭐냐?,남자애들은 나 못생겼다고 하는데 여자들은 나보고 비쥬얼 좋다 잘생겼다라고 하는데 뭐냐?
10만원 만들면 [UNK] 언니 넣는,10만원권 만들면 [UNK] 언니 넣는데
오키나와 까마귀가 가방지퍼열고 빵꺼내가더라 ㅋㅋ,오키나와 여행갔을때 까마귀가 가방지퍼열고 빵꺼내가더라 ㅋㅋ
##가 지퍼 열어,까마귀가 지퍼를 어떻게 열어
중국인이랑 뻔,오늘 중국인이랑 싸울 뻔했어
중국이 개최지라서 공기 좋게 하려고 공장 가동도 중단하고 애쓴다?,중국이 다음 올림픽 개최지라서 공기 좋게 하려고 공장 가동도 중단하고  애쓴다던데?
듣기이 없어서 공장이 안는 소리도 있고?,듣기로는 석탄이 없어서 공장이 안 돌아간다는 소리도 있고?
너 제발 페미 걔랑해라,너 제발 페미 걔랑 좀 손절해라.
흑인이 한국인을했,미국에서 흑인이 한국인을 폭행했대
##더라,중국도 인종차별 심하더라
,서로 안하는게 좋은데
이번에 학폭으로 자살한 애는 자살 학교 가기 부모에게 했,이번에 학폭으로 자살한 애는 자살 전에 학교 가기 싫다고 부모에게 했데
너 꼴이 그래,너 꼴이 왜 그래?
비지 모르고다가 맞았지 뭐야,비 오는지 모르고 나갔다가 맞았지 뭐야.
##도했는걸,우리 스타트업도 시작했는걸
[UNK] 이 확실히 사람들먹기 쉽게 잘 하네.,[UNK]이 확실히 요즘 사람들 알아먹기 쉽게 말 잘 하네.
엄마다 뒀어?,엄마! 이거 어디에다 뒀어?
친구가 너무 직같음 살짝 불편해,나 친구가 너무 직찹하는거같음 살짝 불편해
"엄마에게 이런 말하기는 미안한데, [UNK] 엄마 엄청시","친구 엄마에게 이런 말하기는 미안한데, [UNK] 엄마 엄청 이쁘시더라"
[UNK] 이네 능력거지,[UNK]이네 아버지가 능력자인거지
여친 담 갈건데 동물원 가서 뭐 하고 노냐?,여친이랑 담주에 동물원 갈건데 동물원 가서 뭐 하고 노냐?
##부들이 그 사이로 막다가 다짐,배달부들이 그 사이로 막 지나가다가 다 무너짐
애엄마들이이네,그나마 애엄마들이 정상적이네.
##한텐 진짜 이받음,쟤가 어른들한텐 진짜 이쁨받음
저 쎄. 간이랑이랑 튼튼하거든요.,저 술 쎄요. 간이랑 신장이랑 튼튼하거든요.
,좀 웃기네 ㅋㅋ
페미니스트가 결국 레즈언인 거,페미니스트가 결국 레즈비언인 거 아니야?
민폐야? 너랑 연관도.,그거 왜 민폐야? 너랑 연관도 없잖아.
왜?랄은 좀 노랗게 보여서 레드립이 더 잘 맞던데.,왜? 나는 코랄 계열은 좀 노랗게 보여서 레드립이 더 잘 맞던데.
눈을은건가?,쟤는 눈을 찝은건가?
좋은거 알아보고놔도 한번 해줄 말까한데,좋은거 알아보고 구비해놔도 한번 해줄까 말까한데
##게 다,아이구 별게 다 걱정이다
내가 봤을 때는 색한거 봐서에 재능있을거야,내가 봤을 때는 색에 민감한거 봐서 미술에 재능있을거야
본인 머리 커보인다고 남자 머리 작은 별로,여자들 본인 머리 커보인다고 남자 머리 작은건 별로래
머리 큰것도 싫어,근데 머리 큰것도 싫어함
왜있어? 참으면 방광에다 빨리 가라,왜 못가고있어? 화장실 참으면 방광에 안좋다 빨리 가라
아니 그 선배는 왜 먹기 싫다는데해?,아니 그 선배는 왜 계속 먹기 싫다는데 술을 강요해?
맞아 그러니까 후배들이 그지,맞아 그러니까 후배들이 그 선배를 싫어하지
##는 없어져야 해,술 강요하는 문화는 없어져야 해
##도 안해주고하면..,대답도 안해주고 무시하면 안되지..
지도 해놓고 여자만 죄인취급,지도 데이트 해놓고 왜 여자만 죄인취급?
,무슨 소리?
##을 얼굴에다 대고,트림을 사람 얼굴에다 대고 하냐
,뭐가 어때서?
##싶 순 없겠지.,그러고싶지만 그럴 순 없겠지.
##겠지 뭐,그렇겠지 뭐.
"##으면 어떻게 해서든 가야지,만 가져오면 되나?","결론이 정해졌으면 어떻게 해서든 가야지, 안된다고만 가져오면 되나?"
때문에됐어. 우리집에 오지마,장마 때문에 집이 침수됐어. 우리집에 오지마
,왜?
##에 미 이리 많이 넣어.,음식에 미원을 왜 이리 많이 넣어.
,차단하겠습니다.
##들도에 미쳐있던데?,요즘은 10대들도 명품에 미쳐있던데?
##서 지를 뻔.. 왜 그러냐?,깜짝 놀라서 소리 지를 뻔.. 왜 그러냐?
[UNK]들 보다 초딩들이 막 올리는 거 계속 나오는데 좀 싫,[UNK] 영상들 보다보면 초딩들이 막 올리는 거 계속 나오는데 좀 싫더라
너 김과의 얼마했어?,너 김과장 결혼식 축의 얼마했어?
십 했나,십만원쯤 했나?
,무슨 그런 이야기를
여자 필리핀,이 여자 필리핀 혼혈이래
이번에서 총맞고 자율신경계 사용니까,이번 드라마에서 총맞고도 자율신경계 사용하더라니까
##하네. 눈이 어두워서 잘,미안하네. 눈이 어두워서 잘 안보여.
##ㅋ한 번?,ㅋㅋㅋ한 번 해봐?
이번 시상식에서 [UNK] 한테 안쳐건했어,이번 시상식에서 [UNK]한테 박수 안쳐준건 너무했어
[UNK]했겠다,우리 [UNK] 괜히 무안했겠다
사람? 직업은 그냥 평범한 걸로 아는데? 근데 눈도 엄청 높고 도도 걸로 유명한가봐. 성격도 별로.,저 사람? 직업은 그냥 평범한 걸로 아는데? 근데 눈도 엄청 높고 도도한 걸로 유명한가봐. 성격도 별로래.
"고졸 사는 사람들 많아, 학력이 아니잖아.","고졸이라도 열심히 사는 사람들 많아, 학력이 중요한건 아니잖아."
그거랑 뭔 상관? 쟤가에서렁설렁 하는 건 사실인데,그거랑 뭔 상관임? 쟤가 무대에서 설렁설렁 하는 건 사실인데
이 터져서 해체 거 아녔음?,이 그룹 학폭 터져서 해체한 거 아녔음?
##자들,노숙자들 많네
##라도 이런 답답하다,같은 여자라도 이런 현실이 답답하다
카어라 화 ~,카푸어라했는데 화낸다~
혜지가요?,제 이름은 혜지가 아닌데요?
다들 낙태,다들 낙태 쉽게 생각마라
창에 낙태 한 번,검색 창에 낙태 한 번 검색 해봐
사수랑 먹기 했어,오늘 사수랑 저녁 먹기로 했어
##에다던 그분?,사무실에 같이 일한다던 그분?
최저시급은 맞춰져? 약간 손이 작업이라서보이더라,최저시급은 맞춰져? 약간 손이 많이 가는 작업이라서 힘들어보이더라
,그것도 무례하지
맞지 성적 지향을 그렇게 물어보는 무례한 그래서 뭐라고 했어,맞지 성적 지향을 그렇게 물어보는 건 무례한 거지 나도 그래서 뭐라고 했어
##하냐 안하냐 차이지 ㅋㅋ,그걸 겉으로 표현하냐 안하냐 차이지 ㅋㅋ
##하고 깨끗한 니네들 건드려서,세상 순수하고 깨끗한 니네들 건드려서 미안하다
평생백 살길 바랄 ~,평생 순백하게 살길 바랄게~
##기 전에를 좀 하는 게 어때?,옷 바꾸기 전에 다이어트를 좀 하는 게 어때?
