masked,original
ㅋㅋㅋ 뭐라는 거야 [UNK] 이긴 사회주의자는,ㅋㅋㅋ 뭐라는 거야 난 [UNK]이긴 해도 사회주의자는 아니라고
보쌈이 풍습으로 남은 나라가,아직도 보쌈이 풍습으로 남은 나라가 있다며?
##양이들이 진짜 많이 모이는구나,먹이 두면 길고양이들이 진짜 많이 모이는구나
또 아줌마가네,또 아줌마가 교통사고 냈네?
오늘 보니까 성범죄자 우리집 아파트로 이사왔,오늘 우편 보니까 성범죄자가 우리집 아파트로 이사왔대
이래서 사람은 아님,이래서 사람은 고쳐쓰는게 아님.
적,너무 적다
##까 계속 음주운전 하는,저러니까 연예인들 계속 음주운전 하는 듯
... 제 친구가장애인이라 안내 데리고 다니거든요.,저... 제 친구가 시각장애인이라 안내견을 데리고 다니거든요.
##견도 안,안내견도 안 됩니다.
"##견은 반려동물 개념이 아니라 들어가도 되는 걸로, 그래도 되나요?","안내견은 반려동물 개념이 아니라 들어가도 되는 걸로 아는데, 그래도 안 되나요?"
##도 하는데... 그럼 야외 자리에서라도 할 수 없을까요?,법적으로도 가능하다고 하는데... 그럼 야외 자리에서라도 식사 할 수 없을까요?
##도 당해서 그런건가.,그러게 자신들도 당해서 그런건가..
장관이 추락하는 사람려다대.,러시아 장관이 추락하는 사람 구하려다 숨졌대.
##들은같지가 않아,요즘 고딩들은 고딩같지가 않아
발육이 성숙,발육이 아니라 성숙하다고 해
성적으로 비도덕적이면 좋지,성적으로 비도덕적이면 좋지않다.
"미국에서 가정 폭력 당한 남편이하니, 죽인 봤냐?","미국에서 가정 폭력 당한 남편이 신고하니, 경찰이 죽인 사건 봤냐?"
"경찰이 신고 받고, 남자를 가해자라 무조건 짓고 사살","경찰이 신고 받고, 남자를 가해자라 무조건 단정 짓고 사살했다며?"
가정 폭력은 무조건 남자가 한다는 죽은거지,결국 가정 폭력은 무조건 남자가 한다는 착각 때문에 죽은거지
##도키고 안급하게 가고,신호도 잘지키고 안급하게 가고 있어요
,야 놀자
,ㄴㄴ 잘거임
그냥 연애 거지,그냥 예쁜 연애를 하는 거지
##들 아니야?,어이 너희들 고등학생들 아니야?
정글맨 나댄다,저 정글맨은 자꾸 나댄다
,여보 죄송해요
2년제 대학교 학생들은 결국 코로나 친구들 한번하네,2년제 대학교 학생들은 결국 코로나 때문에 친구들 한번 못보고 졸업하네
학교 구경도 제대로 못 하고 졸 못대,2년동안 학교 구경도 제대로 못 하고 졸사도 못 찍었대
아 이제 휠체어 타된,아 이제 휠체어 타야된대 ㅠ
그래도 그렇지 임대주택사는 그지가..,아무리 그래도 그렇지 임대주택사는 그지가 뭐니?..
여자프로랑하면 있을까?,여자프로랑 복싱하면 이길 수 있을까?
머리았는갑네 안리게,머리 깎았는갑네 안어울리게
머라노인데,머라노 요즘 유행 스타일인데
마마라 니보여라고 깎은거,마 신경쓰지마라 니보여줄라고 깎은거 아니거든
##따라 가지말고스타일을 찾아라고마,너무 유행따라 가지말고 자신스타일을 찾아라고마
##고 나면 되것네,알았다고마 나안보면 되것네
##하자 이자식아 무슨 못하것네,고마하자 이자식아 무슨 말을 못하것네.
의부 생길,그러다 의부증 생길라
,제발 정신좀 차리자
너는애가 여자애가 화도 안 나,너는 남자애가 여자애가 그러는데 화도 안 나?
아파트에서 삽먹,아파트에서 삽겹살 구워먹었는데
방송으로 구워먹지고 민원들어데 ㅋㅋ,방송으로 삼겹살 구워먹지말라고 민원들어왔데 ㅋㅋ
##들은 돈거냐?,건축가들은 돈 어떻게 버는거냐?
,예전부터 그랬어.
##랑랑 사대.,걔랑 걔랑 사귄대.
,개고기 먹는거 어때
##을 것 같음 ~,진짜 재밌을 것 같음~
##한 거 아니냐?,솔직히 불공평한 거 아니냐?
##고 개주인한테 한 번?,시끄럽다고 개주인한테 한 번 말해봤어?
능력도 안되면 동물 인간들은 뭐임?,능력도 안되면서 동물 입양하는 인간들은 뭐임?
아쉬세븐 들어? 나는 처음 듣는 회사 사기쳤다.,아쉬세븐 들어봤어? 나는 처음 듣는 회사인데 사기쳤다네.
무슨 회 쳤어 어마어마 하겠군 정말,무슨 회산데 사기를 쳤어 어마어마 하겠군 정말
화장품회사인대 1조원이상 투자사기단다. 피해자 7천명을 상대로 사기를대,화장품회사인대 1조원이상 투자사기를 쳤단다.  피해자 7천명을 상대로 사기를 쳤대
##를 깎는 창작의 고통으로 은퇴,뼈를 깎는 창작의 고통으로 은퇴 하겠습니다.
,엄청 큰 죄지
맞아 죽은 중국인이면,그런데 맞아 죽은 사람이 중국인이면?
여자이 짧다,저 여자 옷이 정말 짧다
라임맛 라면 나온거봄?? 저거사람있해? 먹어사람 있나 ㅋㅋ,라임맛 라면 나온거봄?? 저거 사는사람있긴해?먹어본사람 있나 ㅋㅋ
초록색이라 먼가 거부감든다..에라.. 의외로맛있을수도??,초록색이라 먼가 거부감든다..라면에 라임맛이라..의외로맛있을수도??
##계 유전,부계 유전입니다.
강간범 난거어,강간범 실형 난거 봤어?
중국산 전자제품 계속 폭발 화재를,중국산 전자제품이 계속 폭발 화재를 일으킨대
,이제 25
##소리 됨 ㅋㅋㅋㅋㅋ,다들 한목소리 됨 ㅋㅋㅋㅋㅋ
##은 씻고하실지 모르겠네,다들 손은 씻고 식사하실지 모르겠네
엄마가 더러운 거 손으라고,엄마가 더러운 거 만지고 손 닦으라고 하잖아
내 사진이다. 이 존못 것 아니냐?,내 사진이다. 이 정도면 존못까지는 아닌 것 아니냐?
본인임? 멀쩡한,사진이 본인임? 멀쩡한데.
그래도 이정도면 면도하고 그 뭐냐 요즘 인스타 갬성마냥 가르마 펌하고 관리 훈훈해 보일 거.,그래도 이정도면 나 면도하고 그 뭐냐 요즘 인스타 갬성마냥 가르마 펌하고 관리하면 훈훈해 보일 거 같은데.
굶어 죽었으면 좋겠,그럼 굶어 죽었으면 좋겠냐?
굶어 적도 말을 하냐 ㅋㅋ,굶어본 적도 없으면서 그런 말을 하냐 ㅋㅋ
굶어본 적도 없고 굶고 싶지?,굶어본 적도 없고 굶고 싶지도 않거든?
##킬로칼는 쉽게 쉽게,200킬로칼로리는 쉽게 쉽게 나가지
일어일문과 애들은 때 기모노 주점 연다,일어일문과 애들은 축제 때 기모노 주점 연다던데.
##지,이거 예쁘지 않음
,좀 도와주라
이제 카페 알바로 로봇이 대체 여 안 뽑으면 카페 갈 이유네,이제 카페 알바로 로봇이 대체하던데 여알바 안 뽑으면 카페 갈 이유 없어지네
결혼 정보회사에서 여자가 점수 받으려면 해야됨,결혼 정보회사에서 여자가 높은 점수 받으려면 어케 해야됨?
영계 너 그런 성적인 하지,영계라니 너 그런 성적인 발언은 하지 마라
##가 늘 부채가 늘고 공무원 늘어난 건 당연한 거다,경제규모가 늘면 부채가 늘고 공무원 늘어난 건 당연한 거다
진짜 생각이 밖에 없잖아,진짜 이런 생각이 들 수 밖에 없잖아
,나도 인정한다.
그러게 어떻게 됐지? 그때 막 경찰관들이 집 앞에 지키고 난리였잖아. 세금 깨졌다,그러게 어떻게 됐지? 그때 막 경찰관들이 집 앞에 지키고 난리였잖아.. 세금 엄청 깨졌다던데
##게...,나는 재미있게 봤는데...
##자 1명 나면 정신 차릴듯,구독자 1명에 적자 나면 정신 차릴듯
중국집 아르바이트 발에 침 뱉고 먹는 이상한 애들 이더라 ㅋㅋ,중국집 아르바이트 하면서 면 발에 침 뱉고 먹는 애들은 이상한 애들 이더라 ㅋㅋ
##발 탱탱하니 맛있고 좋,인정 면발 탱탱하니 맛있고 좋더라
내가 앞으로 정말 잘 테니까 저백면 안 돼?,내가 앞으로 정말 잘 할 테니까 저 명품백 사주면 안 돼?
저 병원 전에도 저런 의료사고 몇 번 있었다는데 돈 기사.,저 병원 전에도 저런 의료사고 몇 번 있었다는데 돈 써서 기사 막았대.
,아무것도 손대지마
야 안경 쓴 사람 때리면다,야 안경 쓴 사람 때리면 살인미수다
얼굴 쪽하면 돼,얼굴 쪽만 조심하면 돼
선생님 억울. 저애들만 떠들,선생님 저는 억울합니다. 저애들만 떠들었어요
##라서 돌아다니지도,코로나라서 돌아다니지도 못하고
##나라로냐,어디나라로 가고싶냐?
##하려고?,거기 가서 뭐하려고?
더 크지 않을까...,아무래도 경제 문제가 더 크지 않을까...
승마 0점 말,승마 경기 0점 받은 말 너무하네
##는 그냥 싫고 중국어나까,일본어는 그냥 싫고 중국어나 배울까?
"성인은 [UNK], 아이는 [UNK] 잘라서 하나씩...","성인은 [UNK] 하나씩, 아이는 [UNK] 반 잘라서 하나씩...?"
전공 비싸. 돈 아까워,전공책 너무 비싸. 돈 아까워라
좌익 성향,나는 좌익 성향 정치인을 지지해
사람 아냐,너 서울 사람 아냐?
아니 전라도,아니 나는 전라도 사람인데?
중국산 전자제품 계속 폭발 화재를,중국산 전자제품이 계속 폭발 화재를 일으킨대
##야할텐데 다치면 어떡해,부모들이 잘 말려야할텐데 다치면 어떡해
##지,예쁘지 않아?
##들 임기 말에 욕안먹는 있긴한가?,진짜 대통령들 임기 말에 욕안먹는 대통령이 있긴한가?
그냥 헬스장 거지,그냥 헬스장 가고 그러는 거지 뭐
여시 사태 보니까 내가 여혐을 게,여시 사태 보니까 내가 여혐을 했던 게 아니었네
##하는 법 안생기냐 ㅋㅋ,층간소음은 처벌하는 법 안생기냐 ㅋㅋ
난 내가 더 시끄러워 주변이 잘려,난 내가 더 시끄러워서 주변 소음이 잘 안들려
,그만해라 좀
,누구 봤는데?
요즘 10대들 불량,요즘 10대들 왜 이렇게 불량하냐
##이라서 텐션이,금요일이라서 텐션이 너무 높아
##알 같은여 … 아련한으로만 남겠구나.,모래알 같은 촛불이여… 아련한 추억으로만 남겠구나.
그럴 고달픔이 느껴지지 않을 정도로 취할 때까지 마시렴,그럴 땐 고달픔이 느껴지지 않을 정도로 취할 때까지 술을 마시렴.
"백신명이면, 장애 온 얼마나 많겠냐?","백신 사망자가 1100명이면, 장애 온 사람은 얼마나 많겠냐?"
"죽어데, 소리를 하냐?","사람이 죽어 나가는데, 그런 소리를 하냐?"
##대로 잘라주세요,이 사진대로 잘라주세요
도서정가제 실시 이후에이 다 안서 그냥 버린다,도서정가제 실시 이후에 책이 다 안 팔려서 그냥 버린다더라
[UNK] 재벌이랑했네,[UNK] 그 이랜드 재벌이랑 이혼했네
##픈걸?,배가 고픈걸 어떡해?
##자들 대부분이네,시위자들 대부분이 50대네
##들은 저렇게 사회에 불만이 많지,50대들은 왜 저렇게 사회에 불만이 많지?
빨아어라,옷좀 빨아입어라
내에서 냄새나,내 옷에서 냄새나?
##게는지,바쁘게 살았다는 증거지
##를 사귀면 헤프게 노는 거야,여자친구를 사귀면 헤프게 노는 거야?
,[UNK] 너무 불쌍해
저기 기어간다. 청소 좀 해,저기 벌레가 기어간다. 집 청소 좀 해
##카우 시장 버리고싶겠냐?,너 같으면 캐시카우 시장 버리고싶겠냐?
저딴를 돈 받고 했다고,저딴식의 퍼포먼스를 돈 받고 했다고?
진짜 저 정도면당해도 할,진짜 저 정도면 고소당해도 할 말 없다
진짜 누구하나 인생 최대의 선택이,근데 진짜 누구 뽑아야하나 인생 최대의 선택이다
쟤에 안 나오는 것 뭔 돈이 있대?,쟤 요새 TV에 안 나오는 것 같던데 뭔 돈이 있대?
##마다 쓰레기 시끄러워서 짜증 나,아침마다 쓰레기차 너무 시끄러워서 짜증 나
이 [UNK],[UNK]이 [UNK] 배신하나보네
##생 [UNK] 이,현생 [UNK]이 필요하다
또 없이 [UNK]냐?,왜 또 뜬금 없이 [UNK] 이야기냐?
[UNK] 이 남침 능력.,[UNK]이 북한은 남침 능력 없다고 했네.
##하는 거 ㅋㅋㅋㅋㅋ,게임하는 거 진짜 웃기다 ㅋㅋㅋㅋㅋ
그건 아니지만 내 자식은 거지,그건 아니지만 내 자식은 그러지 말자는 거지
ㅇㅇ 차에치라도 어쩔려고,ㅇㅇ 차에 스크레치라도 나면 어쩔려고
장애인은 못쓰게 다른 맘대로 쓰는게 안간다...,장애인은 못쓰게하면서 다른 말은 맘대로 쓰는게 이해가 안간다...
독서실 시급 4천 원 받고 하고 개꿀 것 같다.,독서실 알바 시급 4천 원 받고 하고 있는데 개꿀인 것 같다.
[UNK] nism 잘난척하는 여자애들이었네,[UNK]nism 이라고 요새 잘난척하는 여자애들이 늘었네
내 주변에서도 잘난줄 말도 안되는 하는애들이,내 주변에서도 잘난줄 알고 말도 안되는 이야기를 하는애들이 있어
##불 좀 빌릴?,담배불 좀 빌릴 수 있을까요?
##를 어디에다가 잃어버렸나봐요,제가 라이터를 어디에다가 잃어버렸나봐요
불 하다가도 달라는 댁같은 애들 널렸어요,불 빌려달라고 하다가 번호도 달라는 댁같은 애들 널렸어요
학창시절 남자는것 보면기잖아 ㅋㅋ,학창시절 남자애들이 싸운는것 보면 개웃기잖아 ㅋㅋ
##같다 ㅋㅋ 요즘에도 똑같은거 같더라 ㅋㅋ,진짜 꼭 그런거같다 ㅋㅋ 요즘에도 똑같은거 같더라 ㅋㅋ
##해요 그치 자위를 참을 수가,죄송해요 그치만 자위를 참을 수가 없어요
오은 추?,오 춤은 잘 추는데?
,내가 알아서 할게
뭐 먹고 싶냐고놓곤 꼽을,뭐 먹고 싶냐고 물어봐놓곤 왜 꼽을 주냐
##지 [UNK],말리지 마 [UNK] 찍는다
##사람 아닙니다,아 저 그런사람 아닙니다
야 너 결혼하고 왜 더 피곤해보이고 늙 것,야 너 결혼하고 왜 더 피곤해보이고 늙는 것 같니?
##는 코로나 걸리고 싶어서 그랬...,걔는 뭐 코로나 걸리고 싶어서 그랬겠니...
나 어제 썸남이랑 먹고 엄청거든?,나 어제 썸남이랑 같이 술 먹고 엄청 취했거든?
"##은 쫑, 술주정 심한 사람으로 낙인 찍혔어","썸은 쫑나고, 술주정 심한 사람으로 낙인 찍혔어 ㅠ"
그 지역에가 나서 많이 죽었,그 지역에 홍수가 나서 사람들이 많이 죽었대
너는 왜 살아,너는 왜 그렇게 열심히 살아?
집이 그렇게 부자면 먹어도 되잖아,집이 그렇게 부자면 그냥 놀고 먹어도 되잖아
젓가락이한테네 ㅋㅋㅋ,젓가락 발음이 외국인들한테 어렵네 ㅋㅋㅋ
풍채가신 분이 계신 길이 좁아서 지나가는 데 불편하신가봐,앞에 풍채가 좋으신 분이 계신데 길이 좁아서 지나가는 데 불편하신가봐
,괜찮은데 왜?
##으면 멋있잖아,목소리 굵으면 멋있잖아
와 교통사고로 사람이 지네만 챙기고 있네,와 교통사고로 사람이 죽었는데 지네 강아지만 챙기고 있네.
"[UNK], 과실에 바퀴벌레는데줘라...","[UNK], 과실에 바퀴벌레 들어왔는데 좀 잡아줘라..."
야 나도 바퀴벌레,야 나도 바퀴벌레 무서워서 못잡어
