masked,original
각자 없는 집이 없고 다들 거지,각자 사연 없는 집이 없고 다들 참고 사는 거지
세상에 사람이 있을까 싶을만큼줬는데,세상에 이렇게 착한 사람이 있을까 싶을만큼 잘해줬는데
[UNK]기 여러명이 짜고 연기하는거야,[UNK]에 들이기 위해서 여러명이 짜고 연기하는거야
힘들 사람들 노리고 그 사람들 위로해 준답시고 다가가서 다주고해주고,힘들 사람들 노리고 그 사람들 위로해 준답시고 다가가서 뭐든 다 들어주고 위로해주고
사이비 완전겨,사이비 종교는 완전 끈질겨
##적이고 계획 조직이야,조직적이고 계획적인 조직이야
나 어제 길에서 어떤 여자 땄는데 완전 중이,나 어제 길에서 어떤 여자 번호 땄는데 완전 후회 중이야
##할 때까진 괜찮,아니 연락할 때까진 괜찮았어
밖에서 만나서 먹었는데 마꾼이더라,밖에서 만나서 밥 먹었는데 마기꾼이더라
##기꾼이 무슨?,마기꾼이 무슨 뜻인데?
이제 저 사람도물이야,이제 저 사람도 한물 간 모양이야
##간거냐? ㅋㅋㅋ,[UNK] 중국 왜간거냐? ㅋㅋㅋ
제일 먼저 노인들 돈 듯,제일 먼저 노인들 돈 받아야될 듯
그대로 사고 나면 우리나라가으로가,그대로 사고 나면 우리나라가 직격으로 날라가더라
ㅇㅇ는 건 거르지도 않고 믿 ㅋㅋㅋ,ㅇㅇ 유튜브에 올라오는 건 거르지도 않고 믿으니까 ㅋㅋㅋ
아무래도 다단계 사기 당한,나 아무래도 다단계 사기 당한거 같아
다단계들 수법 너무 빤히 보이,다단계업체들 수법보면 너무 빤히 보이던데
그래도 사기 치려고 달려들 당하겠어,그래도 사기 치려고 달려들면 누가 못 당하겠어
그래서 사기꾼?,그래서 사기꾼은 잡혔어?
그런 놈은도 년 나오면 끝이야,그런 놈은 잡혀도 몇 년 살고 나오면 끝이야
##은 대부분 무정란이 자식이라 칠 없지,계란은 대부분 무정란이라서 자식이라 칠 수 없지
##서 들은 게 그렇지,주위에서 하도 들은 게 많아서 그렇지
육덕머는미와 함께 받쳐줘야 섹시하고 예쁜 거다,육덕 글래머는 건강미와 함께 비율이 받쳐줘야 섹시하고 예쁜 거다
##지려고 건데하시네요,친해지려고 한 건데 너무하시네요
맛집이랑 음식 못하는뉨 ㅋㅋ,맛집이랑 음식 못하는 집이랑 나뉨 ㅋㅋ
여자벅지네,이 여자 아이돌 꿀벅지네
여자들이을 못한다는 대부분 진급을 하기 싫어함,여자들이 진급을 못한다는 인식이 많은데 대부분 진급을 하기 싫어함
아져가지고 담주 내내 눈치 보게 생겼네,아 부장 휴가 미뤄져가지고 담주 내내 눈치 보게 생겼네
##ㅋ 니가 그냥 담주에 먼저쳐버려 ㅋㅋㅋ,ㅋㅋㅋ 니가 그냥 담주에 먼저 휴가 선수쳐버려 ㅋㅋㅋ
왜?을 찍어서 sns에 올리려는 거 아니야?,왜? 음식사진을 찍어서 sns에 올리려는 거 아니야?
페디큐 칠?,페디큐어는 뭐하러 칠했어?
##들 은퇴 시작해서 취업 점점질꺼임,베이비붐 세대들 은퇴 시작해서 취업 점점 쉬워질꺼임
유부남이기념 까먹지?,유부남이 어떻게 결혼기념일을 까먹지?
너 엄마 가져갔지?,너 이번에 또 엄마카드 가져갔지?
##으면 되잖아!,나중에 다 갚으면 되잖아!
##가 3000을 못지네,코스피 지수가 3000을 못지켰네
[UNK] 이,[UNK]이 잘못한게 있어?
그게 돈도 아닌데 세금으로 표사 하면 되지,그게 자기 돈도 아닌데 세금으로 표사려고 하면 안 되지
세금으로 표사는 안,세금으로 표사는 건 말이 안 돼
엄마 선역 그려지는 거돼,탁구 엄마 선역으로만 그려지는 거 이해안돼
##하신 커피셨습니다 ㅋㅋ,주문하신 커피 나오셨습니다래 ㅋㅋ
저렇게 높임 안하면 난리치는들이 있어서 틀린줄래,저렇게 높임 안하면 난리치는 고객들이 있어서 틀린줄 알면서도 하는거래
[UNK] 이 인성보임,[UNK]이 진짜 인성 좋아보임
##했니?,합격했니?
홍콩 사주가 안 통하나? 동양,홍콩 사람은 사주가 안 통하나? 동양철학인데
##도 다했을거야 ~,저 선수도 최선을 다했을거야~
"화산 분화구 좀, 아직 기회는","화산 분화구 좀 봐라, 아직 기회는 있다."
##데 몸매도,쟤는 예쁜데 몸매도 좋냐
아 그 때이나 벌,아 그 때 4억이나 벌었어?
##을 다 줌?ㅋ,아 4억을 다 줌? ㅋㅋㅋ
##당한다 ㅋㅋㅋㅋㅋㅋㅋ,그러다 고소당한다 ㅋㅋㅋㅋㅋㅋㅋ
아저씨 [UNK] 까지거야,아저씨 이거 [UNK]까지 안가는거야?
##들 1년에 얼마나 알고는 하는 소리야?,저사람들 1년에 얼마나 기부하는지 알고는 하는 소리야?
집에 돈 많아도 자식 잘거랑은인가봄,집에 돈 많아도 자식 농사 잘 짓는거랑은 별개인가봄
역이 그냥 [UNK] 성격이랑 비슷 운좋게 얻어걸린,[UNK] 역이 그냥 [UNK] 성격이랑 비슷해서 운좋게 얻어걸린거임
분노조절잘해 뚜잘해조절잘해,분노조절잘해 뚜렛조절잘해 소고기조절잘해
[UNK] 났네,[UNK] 오토바이 사고 났네.
나이도 많은데 좀 사리,나이도 많은데 몸 좀 사리시지 ㅠㅠ
"대회 나가, 운동 선수도 아닌데","그리고 대회 나가거나, 운동 선수도 아닌데"
노땅.. 심하다 ㅋㅋㅋ,야 노땅이라니.. 말이 심하다 ㅋㅋㅋ
야 여자 거면 당연히 여자는 피해자인거.,야 여자 몰래 찍은 거면 당연히 여자는 피해자인거 아니냐.
##ㅋ만에똥찬 아이디어네,ㅋㅋㅋ간만에 기똥찬 아이디어네
똑똑한 척이 [UNK]라 똑똑해,똑똑한 척이 아니라 [UNK] 출신이라 똑똑해
##을 맛으로?,아이스크림을 무슨 맛으로 먹지?
니가 그렇게봤자감 제로야,니가 그렇게 말해봤자 타격감 제로야.
##서었는데 뭘요. 그깟 금방 자라는데.,더워서 밀었는데 뭘요. 그깟 머리 금방 자라는데.
그랬으면. 뭐 너니까,그랬으면 좋겠는데.. 뭐 너 맘이니까
##은데 그냥 입을,그래 귀찮은데 그냥 입을래
그냥자 ㅋㅋ,그래 그냥 나가자 ㅋㅋ
,대 공감입니다
아니 여경은 정말 없어져야,아니 여경은 정말 없어져야 되는거 같아
##가 망돌이,걔네가 무슨 망돌이야
##는 만한 사람들?,야당에는 쓸 만한 사람들 있어?
나 너만하 진짜 이렇게 없어,나 너만 믿는다 ㅠㅠ하 진짜 이렇게 주변에 없어
역시 때 줄 알았음,역시 할로윈 때 이럴 줄 알았음
뒤면 코로나로 풀리......,며칠 뒤면 위드 코로나로 풀리는데......
근데 게이를 욕한 이유가 있었을 거야,근데 그 친구도 게이를 욕한 이유가 있었을 거야.
남자도 잘 골라서 사귀어야지 남자 게 상팔 진짜,남자도 잘 골라서 사귀어야지 남자친구 없는 게 상팔자다 진짜
남자랑 1000일이다,뭐래 남자친구랑 어제 1000일이다
정상들 자리 가서 [UNK] 이랑 [UNK]호 하는 것보다 [UNK] 가 가는 게 낫지 않냐?,정상들 자리 가서 [UNK]이랑 [UNK]가 하하호호 하는 것보다 [UNK]가 가는 게 낫지 않냐?
##지 우나요?,가서 웃지 우나요?
[UNK] 요 핥는 기사까지 봐야 함,[UNK]요플레 뚜껑 핥는 기사까지 봐야 함?
아니 이목구비도 별론데 얼굴만해봤어 ㅋㅋ,아니 이목구비도 별론데 그냥 얼굴형만 이야기해봤어 ㅋㅋ
얼굴 할 공부나 더 해라 ~,얼굴 평가 할 시간에 공부나 더 해라~
너희 아버지가 엄,너희 아버지가 너무 엄하셔서 무서워
##으니깐 오늘 내이야,괜찮으니깐 가자 오늘 내 생일이야
[UNK] 아내 우먼.,[UNK] 아내 진짜 커리어 우먼이다.
##고 생겼어.,완전 예쁘고 깔끔하게 생겼어.
당선되면 중에따운 듯,당선되면 영부인 중에 제일 아리따운 듯
. 나이도 어려서 젊은도 끌듯,맞음. 나이도 어려서 젊은 층 인기도 끌듯
##도 많을 거야.,존경하는 어린 친구들도 많을 거야.
숨도 못 줄 알았어,진짜 숨도 못 쉬는 줄 알았어.
자국하면서 남자는 좋아하잖아.,자국 남자는 혐오하면서 외국 남자는 좋아하잖아.
##해서 [UNK] 까지 있을까?,영끌해서 [UNK]까지 올 가치가 있을까?
##도까스 해놔,오늘 저녁도 돈까스 해놔
##스 좀 그만,돈까스 좀 그만 먹어
죽,지겨워 죽겠어 진짜
##걸,너무 맛있는걸 어떻게
돈이 없는게 도둑놈들이다,나라에 돈이 없는게 아니라 도둑놈들이 많은거다
세금을 그렇게는데 돈게 말이,세금을 그렇게 가져가는데 돈없다는게 말이 안되지
[UNK] 이,[UNK]이 고소한다고?
여자가하면 그렇,여자가 문신하면 좀 그렇더라
##했다고 생각하는 게 더,문신했다고 그렇게 생각하는 게 더 이상해
운전면허증은 차면 주는 민 수준이네,우리나라 운전면허증은 나이 차면 주는 민증 수준이네
지구엔 오염물질,지구엔 오염물질도 필요해.
",이 맞아야지","맞아, 균형이 맞아야지."
##하시네,할아버지가 운전하시네
사실 플레 돼야라고 할 수 있지ㅋㅋ,ㅇㅇ 사실 플레 정도는 돼야 게이머라고 할 수 있지ㅋㅋ
##째 브즈입니다ㅋㅋ,저는 3년째 브론즈입니다ㅋㅋ
[UNK] 은 서거하면 됨,[UNK]은 나중에 서거하면 어떻게 됨?
후쿠시마 먹어야 감당 가능,후쿠시마 농산물 먹어야대 감당 가능?
솔직히 개념이라 소통 기능도...,교회는 솔직히 커뮤니티 개념이라 소통 기능도 하는건데...
"##으니까 거지, 별 걸 다 시비네","맛있으니까 먹는 거지, 별 걸 다 시비네."
보면 다 인스타 감성 가득한 복사기,보면 다 인스타 감성 가득한 복사 붙여넣기던데
##보다 내가 더 잘 수 있을 것 같아,우리 담임보다 내가 더 잘 가르칠 수 있을 것 같아
,무시하지마라
,그래 알겠다~
검 신,검스 신었더라
##스 좋아하는거 어떻게 알고 신대?,내가 검스 좋아하는거 어떻게 알고 신었대?
##지,응 당연히 한국인이지
코 밑부터 하관 안 예쁜 거 한데 자꾸 마기꾼 어쩌구 말 들으니까 자존감 떨어져ㅠ,나도 코 밑부터 하관 안 예쁜 거 알긴 한데 자꾸 마기꾼 어쩌구 그런 말 들으니까 자존감 떨어져ㅠ
문과 나와서주는 없네,문과 나와서 붙여주는 곳이 없네
현장 개나 돌아야 되는데 진짜 나가 싫다,오늘도 현장 세 개나 돌아야 되는데 진짜 나가기 싫다
##리가,그럴리가 있겠나
스와하다가 결도 그냥 결혼 진행,스와핑하다가 결렸는데도 그냥 결혼 진행한대
##벗고 중인 누나 겁나해,헐벗고 세차 중인 누나 겁나 섹시해
저 여고생들 치마 것,저 여고생들 치마 짧은 것좀 봐
쓰레기 냄새,음식 쓰레기 냄새 나는데?
죽여도 [UNK] 그 다음 날 여성 시체 치웠 함,죽여 놓고도 [UNK]는 그 다음 날 여성 시체 치웠다 함
운전에 사람 죽이고 시체 유기까지 1년,음주 운전에 사람 죽이고 시체 유기까지 했는데 1년?
할머니 ~대나 뿌리시면!,할머니~ 아무대나 거름 뿌리시면 안되요!
뿌려야들이 잘나지,이렇게 뿌려야 식물들이 잘자라나지
##하고 거를 또 입는?,샤워하고 똑같은 거를 또 입는거야?
ㄴㄴ 팬티 다리 사이 연결 부분 자르고 입 냄새도 안나고 오래 수,ㄴㄴ 팬티 다리 사이 연결 부분 자르고 입으면 냄새도 안나고 오래 입을 수 있음
내 말을 너무 짜증나게,내 친구 말을 너무 짜증나게 해
119 구조대원들 일반인 여성 두고 음한거 봄?,119 구조대원들 일반인 여성 두고 음담패설한거 봄?
내가 여친집에 갔는데 바람피는지 문 앞에서 신음서 다시어,내가 여친집에 갔는데 바람피는지 문 앞에서 신음소리가 들려서 다시 돌아왔어
내 여친이 연예인 보자마자 그놈한테 찰 사인더라.,내 여친이 연예인 보자마자 그놈한테 찰싹 붙어서 사인받더라.
[UNK] 부인감,[UNK] 부인 고소감 아닌가?
아 좀 집가서 옷 갈아입고 갈지 바로 갈지이야 진심,아 좀 이따 집가서 옷 갈아입고 갈지 바로 갈지 너무 고민이야 진심
##들도 밖에 나와서 바깥바람고 싶겠지 그러냐,걔네들도 밖에 나와서 바깥바람 쐬고 싶겠지 왜 그러냐
,똑같이 해야지!
중동 난민 이케아 조립식주택이동이상 공급됐,중동 난민 지역에 이케아 조립식주택이 5만동이상 공급됐데
##삼아 말한인데 그것도 안되냐,장난삼아 말한 푸념인데 그것도 안되냐
게니까 유머섞인 푸념한 거.,사는 게 힘드니까 유머섞인 푸념한 거 잖아.
사내는 최악이야,사내 연애는 정말 최악이야.
강아지나 한,강아지나 한 마리 키울까
잘 한다는 건 사회생활 상식 0임,복장 잘 갖춰야 한다는 건 사회생활 상식 0번임
변검은데,변검술은 좀 신기한데
변검보다데 이 차고넘치잖아,변검술보다 신기한데 이 세상에 차고넘치잖아
... 아주 갔다어. 한 6개월 살았다나봐.,아... 아주 잠깐 갔다왔어. 한 6개월 살았다나봐.
##도 살인 행위와 악성 어쩌면 그 정도 파괴력이 있는 것 같아.,음주운전도 살인 행위와 같지만 악성 댓글도 어쩌면 그 정도 파괴력이 있는 것 같아.
##보니까 완전 제대로 크고?,방송보니까 완전 제대로 크고 있는데?
얘가 엄마 닮아서씩부러지더라.,얘가 엄마 닮아서 씩씩하고 똑부러지더라.
엄마도 사는데 그거보고 애가 잘겠지,엄마도 열심히 사는데 그거보고 애가 잘 크겠지
네가이 없는 거면서 내이야?,네가 인내심이 없는 거면서 왜 내 탓이야?
흘리고 농사일을 많이 했더니를 엄청나게렸네,땀 흘리고 농사일을 많이 했더니 모기를 엄청나게 물렸네
##이나 보 퀄리티는 거기서 거기지 뭐,명품이나 보세나 퀄리티는 거기서 거기지 뭐
,배가 너무 아파
,이제 놀랍지도 않다
,제발 부탁드립니다.
못사는 공놀이 잘하는 건 없는데. ㅋ,못사는 거랑 공놀이 잘하는 건 관계가 없는데.ㅋ?
관종 돈도 없어 왜?,나 관종 맞고 돈도 없어 근데 왜?
꼴보기 차단 ~,내가 꼴보기 싫으면 차단해~
이제 다음주면 진짜 개빠질 정신 딱,이제 다음주면 진짜 개바빠질거야 정신 딱 잡아
퇴물이 폼 유지 되고 않나?,퇴물이라기에는 폼 유지 되고 있지 않나?
##벗고 중인 누나 겁나해,헐벗고 세차 중인 누나 겁나 섹시해
내가 내들한테 밥겠다는데 왜 너가 난리,내가 내 후배들한테 밥 사주겠다는데 왜 너가 난리니
##잖아ㅋ,그냥 웃기잖아 ㅋㅋㅋ
뭐래 [UNK] 개예쁘고 메가도 개,뭐래 [UNK] 개예쁘고 메가 히트작도 개많음
여자들은 어딜 가나 시기 질투...,예쁜 여자들은 어딜 가나 시기 질투 받고 사네...
여배우랑 남배우 사대,저 여배우랑 저 남배우 사귄대
치생사 출신캠인데지 않냐?,치위생사 출신 여캠인데 예쁘지 않냐?
##을했다고,신분증을 위조했다고?
