masked,original
그냥 다음 생 키 기도해야지,그냥 다음 생에 키 크길 기도해야지
그냥 민주당이으니까 미 거지,그냥 민주당이 싫으니까 보수 미는 거지
미혼모는 왜 살아,저 미혼모는 왜 저렇게 살아
여친며? 얼굴좀,야 여친 생겼다며? 얼굴좀 보자
에이 째하게 굴기는 ~,에이 째째하게 굴기는 좀 보자~
##게 굴지마라,아 보고 귀찮게 굴지마라
오빠 간대 해방이다,오빠 드디어 군대 간대 해방이다
친구가 죽어가고 있는데 sns하는 예민한거에요? 친구 응급실에서 위급한데 그시간에 글올?,친구가 죽어가고 있는데 sns하는친구 제가 예민한거에요? 친구 응급실에서 위급한데 그시간에 글올렸는데?
제가 sns하는 친구한테 뭐라했더니 다른얘들은 뭐라안하는데 왜 저만그러냐 예민하다 ;,제가 sns하는 친구한테 뭐라했더니 다른얘들은 뭐라안하는데 왜 저만그러냐면서 예민하다하네요 ;;
##땐 잘 같은데,내가 볼땐 잘 생긴거 같은데
,그래 그렇다니까
예전에 AV 만들던 음란물 유포죄로 처벌어,예전에 AV 자막 만들던 사람 음란물 유포죄로 처벌 받았어
##지,경제도 어려운데 정신차려야지
개보다는가 더,나는 개보다는 고양이가 더 좋아
##가 개보다 더,나는 고양이가 개보다 더 좋은데
왜구만,왜 이쁘구만.
##류적으로 한번 해봐라.,범인류적으로 생각 한번 다시 해봐라.
니 [UNK] 이야기,니 또 [UNK]이야기 하나?
페미니즘 관상 뭐임에 타격 받을 줄,페미니즘 관상학 뭐임 이런거에 타격 받을 줄 아나
엄마는 안 요즘 여자들은 이해가 안,우리 엄마는 안 그런데 요즘 여자들은 이해가 안 가
걔 에서 중이라 어차피 안 돼,걔 지금 [UNK]에서 유학 중이라 어차피 안 돼
##가 무작빼이지,태권도가 무작빼이보다는 강하지
알았다. 태권도는에 함주께이나차자,알았다.태권도는 담에 함보여주께 공이나차자
,문어 먹고 싶다
그렇다면 네가 거?,그렇다면 네가 좋아서 사는 거 아닐까?
너 끼고하면 안?,너 이어폰 끼고 게임하면 안 돼?
왜 우리 밖에 그냥 할래. 그냥 하는 게 재미있,왜 우리 밖에 없잖아 그냥 할래.. 그냥 하는 게 재미있어
아치나 그걸 내가 왜 봐... 공부해야 저리 가서 해라,아 장난치나 그걸 내가 왜 봐... 나 공부해야 해 저리 가서 해라
탄핵 찬성했던 사람인데 돌아,나도 탄핵 찬성했던 사람인데 지금은 돌아섬
여자애들이 하는거,여자애들이 축구 하는거 봤냐?
##라쫌끼가,일어나라쫌 학교 안가끼가
엄마 나제 2 잣다 십만 있따가 일나께,엄마 나어제 2시에 잣다 십분만 있따가 일나께
공부든 머든 잣,공부든 머든 늦게 잣다고 쫌
##따해라,알았따 그만좀해라
,난 웃기던데
뭐래 얼굴 말한거거든? 물론 몸매도 되게시지만 얼굴 완전 내이,뭐래 얼굴 말한거거든? 물론 몸매도 되게 좋으시지만 얼굴 완전 내스타일이셔
아 그래? 너네 필라테스 쌤쌍은 별로 내이 아니어서,아 그래? 너네 필라테스 쌤같은 무쌍은 별로 내 스타일이 아니어서
야 같이 했냐?,야 저거 누가 같이 하자고 했냐?
##을 줄 알고 전혀 아니네,미안하다 괜찮을 줄 알고 그랬는데 전혀 아니네
진심 게.,아 진심 볼 게 없네.
##로운 7시.,오늘도 평화로운 7시네.
층간 소음 그짝 동네하는 건 멀리 갔네,층간 소음 가지고 그짝 동네 언급하는 건 멀리 갔네.
여행가지 말라는 왜 가서 피이 되는거지,여행가지 말라는곳에 왜 가서 피랍이 되는거지?
죽은듯 지내다 20살해라,죽은듯 지내다 20살 되면 독립해라
그동안 몰래 좀 해야겠다,그동안 몰래 알바 좀 해야겠다.
복싱배워 운동한 티도 안나 주먹 일도 없는 거같아서 배우지마라,복싱배워봤자 운동한 티도 안나고 주먹쓸 일도 없는 거같아서 배우지마라
여자들 복잡하다는 공통점이,여자들 심리 복잡하다는 남자들 공통점이 있음
비행기 아다,비행기 값이 아깞다.
##견 따로대,식용견은 따로 있대
어떻게 그렇게 무식한 할 수 있는지,어떻게 그렇게 무식한 발언을 할 수 있는지..
흘리 것도 멋있?,땀 흘리는 것도 멋있는데?
아무리 그래도 같은 들은 어쩌면 저렇게 하나도 못하냐?,아무리 그래도 같은 자리에서 들은 얘기를 어쩌면 저렇게 하나도 기억 못하냐?
,탕수육 맛있겠지
##딩들이 평소에 소설 보는 줄 알아,여고딩들이 평소에 무슨 소설 보는 줄 알아?
팬 거 아니야?,팬픽같은 거 아니야?
진짜 개 거?,그거 진짜 개더러운 거 알아?
후도 피우지 말라고 권고해 주라,백신 접종 후 담배도 피우지 말라고 권고해 주라
여자는 몸매가 좀 아쉽,저 여자는 몸매가 좀 아쉽네
##해서 관리 좀 좋을텐데,운동해서 관리 좀 하면 좋을텐데
CD가야?,CD가 뭐의 약자야?
총기지가라 다행인 줄,총기소지가 불법이라 다행인 줄 아세요
정부도 그걸 게하고,정부도 그걸 알고 있는 게 분명하고
저렇게 예쁘지만 하길 뒷골목에서를 핀,저렇게 예쁘지만 하굣길 뒷골목에서 담배를 핀대
##하네. 근데 너는 키인데?,취향 바람직하네. 근데 너는 키 몇인데?
,그냥 김치찌개먹어라
없는,맛 없는 거잖아
,그래도 그냥 먹어
##짜리를 오에 주세요라,만원짜리를 오천원에 주세요라하네
##이 커서 못어요.,주변 소음이 커서 못 들었어요.
자기야 졸,자기야 나 너무 졸려
"오늘 친구 장모 장례식장에 가야 하는데, 갈 있으면 가고 못로 쏴줄 생각이야.","오늘 친구 장모 장례식장에 가야 하는데, 갈 수 있으면 가고 못 가면 계좌로 쏴줄 생각이야."
##대는거야,왜 이렇게 움직여대는거야
여자가인 걸 더 달라고 하든가,여자가 약자인 걸 인정하고 혜택을 더 달라고 하든가
[UNK] 이 [UNK].,[UNK]이 [UNK] 당선 축하하더라.
한에으로 산 적 있어서 가난하면 살찐다는 말 이해가 된다.,나도 한 달에 30만원으로 산 적 있어서 가난하면 살찐다는 말 이해가 된다.
됐고 내일 없으면 아픈 줄 알어,됐고 내일 나 연락 없으면 아픈 줄 알어
엉만 할 수 있을듯,엉 맞음 젊었을때만 할 수 있을듯
아줌마 휴거충이에요,아줌마 휴거충이 무슨 말이에요?
좀 봐봐에 곰팡이 핀 거 같아. 맛도,이것 좀 봐봐 햄에 곰팡이 핀 거 같아. 맛도 이상하고
##시까지 땡겨놓고 있는 공무원들 많은가보네,11시까지 근무 땡겨놓고 있는 공무원들 생각보다 많은가보네
우리나라 자살,우리나라 자살률 너무 높다
##하는 남자랑하냐?,간섭하는 남자랑 누가 살려고하냐?
여자 엄청하지?,저 여자 엄청 섹시하지?
##쪽 허리 라인에 아냐?,등쪽 허리 라인에 저거 문신 아냐?
문신까지 드러나 더터짐,문신까지 살짝 드러나니까 더 매력터짐
같은,매력 같은 소리하네
##에서이 안나았나보네,저번 경기에서 부상이 안나았나보네
##지?,그런데 왜 나온거지?
##없어서 나왔나봐,대체 선수없어서 나왔나봐.
고치,좀 고치던가 해야겠다
##구 반만.,여자배구 반만 해라.
빠는 찾아?,갑자기 빠루는 왜 찾아?
##인 대참사하는 건 당연한 일이야.,국가적인 대참사를 기억하는 건 당연한 일이야.
살면 안,너처럼 살면 안 되는데.
##려서 좀 해야겠다.,너무 떨려서 기도 좀 해야겠다.
,재밌잖아 ㅎㅎ
하긴만 보면할만해,하긴 외형만 보면 오해할만해
,뭐라고?
이렇게 안좋은 국회위원 집이 몇개씩 있네?,경기가 이렇게 안좋은데 국회위원들은 집이 몇개씩 있네?
##들은 연기만 잘하면 할수 있는거야? 나도 해보고,배우들은 연기만 잘하면 할수 있는거야 ? 나도 배우 해보고싶은데
정부 쏠쏠하게 날라가네,정부 지원금 쏠쏠하게 날라가네
운전해 머리 박,운전 좀 살살해 머리 박았어
앞차가 갑자기어서 운전자 놈이야,미안 앞차가 갑자기 끼어들어서 운전자 어떤 놈이야
##서 해봤나봐,돈이 넘쳐나서 이것저것 해봤나봐
[UNK]했네,[UNK] 드디어 탈퇴당했네
얼굴 보니까같은데 빠져도 그룹이 가능?,얼굴 보니까 메인 보컬같은데 빠져도 그룹이 가능해?
##데하냐 ; ;,날도 추운데 어떡하냐;;
야 앞가림이나,야 우리 앞가림이나 잘하자.
,진짜 그래야겠다
아 달 떨어져서 돈 없어,아 나 이번 달 용돈 떨어져서 돈 없어
##린 적이 없으니까 그렇죠,자전거 빌려드린 적이 없으니까 그렇죠
딴 여자 거?,딴 여자 생긴 거 아냐?
##으면 널 만나겠냐?,딴 여자 생겼으면 널 만나겠냐?
##들이있게 생겼네,아이돌들이 매력있게 생겼네
우리 가게 알바도 Kife를 크니라고더라니까,우리 가게 알바도 Knife를 크니페라고 읽더라니까
나도 첫부터 확 깨 게 도저히 거슬려서 못 보겠더라,나도 첫 대사부터 확 깨는 게 도저히 거슬려서 못 보겠더라.
회당 십 원이어도 많이 주는 것 1억은 레알 에바지,회당 십만 원이어도 많이 주는 것 같은데 1억은 레알 에바지.
,그런가 난 무섭네
평균 약하고 성격도 소심,평균적으로 힘도 약하고 성격도 소심하잖아
그리고 너가 아무리 그래봐야 영국 남자 수 것?,그리고 너가 아무리 그래봐야 영국 남자 만날 수 있을 것 같아?
##들이기는 하지..,거기에 백인들이 많기는 하지..
지가했으면 미리미리든가 왜대?,지가 실수했으면 미리미리 알리든가 왜 저런대?
그냥 소리가 거지.,그냥 싫은 소리가 듣기 싫은 거지.
##서 것도 한계가 있지.,신입이어서 모르는 것도 한계가 있지.
뭔가 함으로서족감을 느끼나봐,뭔가 그런 행동을 함으로서 자기만족감을 느끼나봐
.. 후딱 되지,왜.. 후딱 먹고 나오면 되지
직업천이,직업에 귀천이 어딨냐
여자가사는게 잘못,여자가 옷사는게 잘못인가
둘다겟지 얼마짜리?,둘다겟지 얼마짜리 삿길래 그래?
##들은 30대가 그렇게 많,여기 팬들은 30대가 그렇게 많대
안 도는 머리 그만 팩트는 팩트 자체로 받아들여,안 도는 머리 그만 굴리고 팩트는 팩트 자체로 받아들여.
팩트는이 이제 신경 안 쓴다는 거야. 벗고 모임도 가지고...,팩트는 영국이 이제 코로나 신경 안 쓴다는 거야. 마스크도 벗고 모임도 가지고...
##녀한테 차단당,소개팅녀한테 차단당했어.
##살 아들을탕에 데려온 엄마 어떻게?,다섯살 아들을 여탕에 데려온 엄마 어떻게 생각해?
##땐 8살까지는 그냥 여탕 가서꿍도 만나고. ㅋㅋㅋ,우리땐 8살까지는 그냥 여탕 가서 짝꿍도 만나고 그랬는데. ㅋㅋㅋ
##살 아빠랑 같이 남탕에 거품 물거면서.,다섯살 딸이 아빠랑 같이 남탕에 간다면 거품 물거면서.
돈도 받는데 나한테 굽실거리고 해줘,돈도 받는데 이상하게 나한테 굽실거리고 잘 해줘.
너는 무슨 한 먹?,너는 무슨 밥을 한세월 먹냐?
"그러게, 한 달하는 건 뭐냐?","그러게, 거리두기 한 달 또 연장하는 건 뭐냐?"
##이 없어? 얼마나 끈끈한데,왜 우리가 우정이 없어? 얼마나 끈끈한데
##하고 싶다,나도 문신하고 싶다
쟤 물건 애 아니냐?,쟤 저번에 물건 훔친 애 아니냐?
맞아 다주고 했잖아,맞아 그래서 다 물어주고 했잖아
이번에도으로 하나 자살,이번에도 학폭으로 아이가 하나 자살했네
##니까 죽은거,힘드니까 죽은거겠지.
넌 연애 적,넌 연애 해본 적 있냐?
"음 때 까지겨본 건 한, 네명?야","음 이 때 까지 사겨본 건 한, 네명? 정도야"
[UNK] 가 대통령인데 잡아두,[UNK]가 그래도 대통령인데 언제까지 잡아두려나
##자 하나도 안한 듯,성소수자 입장은 하나도 고려 안한 듯
남친은? 둘이서 하는거 아냐?,남친은? 둘이서 데이트 하는거 아냐?
,무슨 뉴스?
##붓딸시켜놓고 자기라고 한 뉴스말이야,의붓딸 임신시켜놓고 자기 아내라고 한 뉴스말이야
"ㅋㅋ그 색, 그,이잖아","ㅋㅋ그 색, 그 차, 그 번호판이잖아"
우리 집 오면 쉬 해 줄...,우리 집 오면 편하게 쉬게 해 줄텐데...
자살하는..,군대에서 자살하는 사람 많네..
,뭐라는거야?
[UNK] 페미라는,[UNK] 페미라는 얘기가 있던데?
머리도 페미니스트인가?,머리도 숏컷이고 진짜 페미니스트인가?
##직하니 얼마나.,다들 듬직하니 얼마나 좋아.
중공군 영웅시하는 우리나라에 유통되도록 허락받았다는데 생각해,중공군 영웅시하는 영화가 우리나라에 유통되도록 허락받았다는데 어떻게 생각해?
##도 먹고도 먹었,치킨도 먹고 삼겹살도 먹었어
쟤 이번 방학동안 쌍,쟤 이번 방학동안 쌍수 했데
##하는 상태를 확인해야,회복하는 상태를 확인해야 해서요
##갈?,같이 클럽갈래?
,당연히 다 봤지
##사람 아닙니다,아 저 그런사람 아닙니다
##라도 [UNK] 이나 [UNK] 보면이 넘침.,같은 나이라도 [UNK]이나 [UNK] 보면 품격이 넘침.
이건 경찰 아니지 전과자 집이라도 없이 막 들어간다고?,이건 경찰 문제가 아니지 아무리 전과자 집이라도 영장 없이 막 들어간다고?
그니까 영화 찍냐 … 경찰이 무슨으로 집에 막 들어가,그니까 다들 무슨 영화 찍냐… 경찰이 무슨 권한으로 집에 막 들어가
,일리있네
##한 여가보다 성숙하고 예뻐졌던데?,컴백한 여가수가 예전보다 성숙하고 예뻐졌던데?
##될텐데 약값은 국민이 걱정할 아니지,건강보험료 적용될텐데 약값은 국민이 걱정할 문제는 아니지
,생일 축하해
10년전에 올린 시나리오인데 무명 작가 도둑질,10년전에 올린 시나리오인데 무명 작가꺼 도둑질한 거임
와 17 그냥 허공에 버리는구나,와 17만원을 그냥 허공에 버리는구나.
솔직히 [UNK]스럽네,솔직히 [UNK] 학생들한테 실망스럽네
##나 게 좋을 것 같은데,본인이나 돌아보는 게 좋을 것 같은데
[UNK] [UNK]생기고 연기도,[UNK] [UNK] 나오고 잘생기고 연기도 잘한다
[UNK] 도과 똑똑하겠다,[UNK]도 물리학과 나오면 진짜 똑똑하겠다
때리는,때리는건 안된다
때리는건돼 엄마 아빠해,때리는건 절대안돼 엄마 아빠한테 말을해
이리 저리 벌려 마무리할려면 돈이 좀 필요했어요.,이리 저리 벌려놓은 회사 일 마무리할려면 돈이 좀 필요했어요.
##니깐 종교를 믿 되네,나이 드니깐 종교를 믿게 되네
##애 터졌어? 이번 달에 몇번째냐,또 열애설 터졌어? 이번 달에 몇번째냐
좀 안 친하면 어떠냐 초딩들도 반에서명씩은 안 지,좀 안 친하면 어떠냐 초딩들도 반에서 9명씩은 안 친하게 지냄
"ㅇㅈ 지네가 팀 것도 아니고 결국플, 회사 생활 하는 뭐 말이 많아","ㅇㅈ 지네가 팀 짠 것도 아니고 결국 팀플, 회사 생활 하는 건데 뭐 말이 많아"
